"116h -- Rakennukset (lkm, m2) käyttötarkoituksen ja lämmitysaineen mukaan, 2019"

"Rakennuksen lämmitysaine","Alue","Vuosi","Rakennuksen kerrosala (m2) Yhteensä","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"Maalämpö","Pyhäjoki","2019",16812,13284,0,524,273,870,0,229,0,697,0,935,0
"Maalämpö","Pyhäjärvi","2019",16917,15697,240,306,234,0,256,0,184,0,0,0,0
"Maalämpö","Pyhäntä","2019",2047,2047,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Pyhäranta","2019",5012,3936,0,0,0,0,0,1076,0,0,0,0,0
"Maalämpö","Pälkäne","2019",27783,20609,615,307,795,0,191,2064,181,1463,1558,0,0
"Maalämpö","Pöytyä","2019",19650,16380,1693,0,330,0,0,0,985,0,0,262,0
"Maalämpö","Raahe","2019",48990,38499,1997,0,3613,179,1817,0,60,0,2452,373,0
"Maalämpö","Raasepori","2019",98131,69275,4755,3095,1296,149,1652,1654,943,10598,824,3890,0
"Maalämpö","Raisio","2019",64796,41176,2906,5378,5476,0,1941,0,0,0,6184,1735,0
"Maalämpö","Rantasalmi","2019",12729,7020,0,0,4726,0,0,983,0,0,0,0,0
"Maalämpö","Ranua","2019",9414,3438,404,0,5324,0,0,0,248,0,0,0,0
"Maalämpö","Rauma","2019",93316,70301,8793,275,1999,0,635,643,0,0,2817,7853,0
"Maalämpö","Rautalampi","2019",12377,10250,0,0,322,0,941,0,0,0,864,0,0
"Maalämpö","Rautavaara","2019",2345,1792,0,0,0,0,0,0,0,0,0,553,0
"Maalämpö","Rautjärvi","2019",2015,1795,0,0,220,0,0,0,0,0,0,0,0
"Maalämpö","Reisjärvi","2019",22102,18664,682,0,1438,0,0,0,0,1009,0,309,0
"Maalämpö","Riihimäki","2019",70305,60405,7212,1268,0,0,267,0,0,554,599,0,0
"Maalämpö","Ristijärvi","2019",3597,3597,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Rovaniemi","2019",239449,163725,10384,7730,12439,4357,3261,352,4344,397,19505,12700,255
"Maalämpö","Ruokolahti","2019",21546,15116,3419,2885,126,0,0,0,0,0,0,0,0
"Maalämpö","Ruovesi","2019",11013,10135,0,0,0,0,144,0,734,0,0,0,0
"Maalämpö","Rusko","2019",61873,45373,6910,4342,0,285,0,683,0,0,1601,2530,149
"Maalämpö","Rääkkylä","2019",8630,6528,0,0,0,0,0,0,0,0,2102,0,0
"Maalämpö","Saarijärvi","2019",29917,21509,5223,503,1600,0,0,236,602,0,244,0,0
"Maalämpö","Salla","2019",16023,13452,610,0,1384,0,0,0,577,0,0,0,0
"Maalämpö","Salo","2019",229335,122061,27174,15058,17197,2169,1225,4804,2813,8648,24253,3933,0
"Maalämpö","Saltvik","2019",17469,13025,1539,0,353,0,190,1269,0,0,0,1093,0
"Maalämpö","Sastamala","2019",91585,50891,4816,0,16357,0,138,969,1181,3083,12398,1486,266
"Maalämpö","Sauvo","2019",10986,8391,1396,0,1199,0,0,0,0,0,0,0,0
"Maalämpö","Savitaipale","2019",7204,5305,939,700,260,0,0,0,0,0,0,0,0
"Maalämpö","Savonlinna","2019",95044,53841,3910,4059,11758,0,1199,3626,7228,4827,2220,2376,0
"Maalämpö","Savukoski","2019",1378,1378,0,0,0,0,0,0,0,0,0,0,0
"Maalämpö","Seinäjoki","2019",145671,112090,7626,5349,3964,2350,723,0,582,1577,2774,8636,0
"Maalämpö","Sievi","2019",31470,22964,2431,0,0,574,0,1165,180,1737,712,0,1707
"Maalämpö","Siikainen","2019",2177,1570,0,0,0,0,607,0,0,0,0,0,0
"Maalämpö","Siikajoki","2019",13068,11181,568,0,1064,0,255,0,0,0,0,0,0
"Maalämpö","Siikalatva","2019",12421,10199,638,606,0,0,637,0,341,0,0,0,0
"Maalämpö","Siilinjärvi","2019",68619,52278,240,0,682,0,2799,1577,1119,1076,6672,2176,0
"Maalämpö","Simo","2019",11346,6832,0,0,412,0,475,505,0,1974,218,0,930
"Maalämpö","Sipoo","2019",333227,142983,568,1287,1970,44,343,1873,2619,0,8063,173477,0
"Maalämpö","Siuntio","2019",45144,36426,4974,1092,0,0,0,0,2652,0,0,0,0
"Maalämpö","Sodankylä","2019",25238,16968,1003,0,4075,320,531,0,425,570,198,1148,0
"Maalämpö","Soini","2019",4896,4504,0,0,0,0,0,0,392,0,0,0,0
"Maalämpö","Somero","2019",12645,12050,0,0,0,0,75,0,0,0,520,0,0
"Maalämpö","Sonkajärvi","2019",7356,6602,492,0,262,0,0,0,0,0,0,0,0
"Maalämpö","Sotkamo","2019",74703,56289,2345,2294,6964,2730,633,1211,0,600,1637,0,0
"Maalämpö","Sottunga","2019",1164,253,282,0,0,0,0,0,0,629,0,0,0
"Maalämpö","Sulkava","2019",6465,5771,0,0,0,0,0,0,0,0,0,0,694
"Maalämpö","Sund","2019",8215,5726,0,0,0,0,0,0,0,0,2489,0,0
"Maalämpö","Suomussalmi","2019",12889,10946,0,0,989,0,0,0,0,0,924,0,30
"Maalämpö","Suonenjoki","2019",10298,10205,0,0,0,0,0,0,0,93,0,0,0
"Maalämpö","Sysmä","2019",10835,6824,1351,1321,232,0,0,0,0,0,188,919,0
"Maalämpö","Säkylä","2019",27086,11302,2060,3259,4500,0,0,0,600,0,5184,0,181
"Maalämpö","Taipalsaari","2019",24371,23810,0,0,561,0,0,0,0,0,0,0,0
"Maalämpö","Taivalkoski","2019",7224,6708,0,0,516,0,0,0,0,0,0,0,0
"Maalämpö","Taivassalo","2019",6592,5502,0,1090,0,0,0,0,0,0,0,0,0
"Maalämpö","Tammela","2019",35455,24655,5698,0,0,0,250,1012,1071,1432,1337,0,0
"Maalämpö","Tampere","2019",478870,276659,52431,60968,40192,0,1344,4874,10396,0,18167,13602,237
"Maalämpö","Tervo","2019",4527,2715,0,0,1012,0,0,0,320,0,480,0,0
"Maalämpö","Tervola","2019",10226,7527,0,0,1721,0,195,0,0,0,783,0,0
"Maalämpö","Teuva","2019",8560,7066,514,0,0,0,423,0,0,0,557,0,0
"Maalämpö","Tohmajärvi","2019",10880,7656,0,0,0,287,0,1745,0,0,1192,0,0
"Maalämpö","Toholampi","2019",9968,8751,488,0,0,0,0,0,0,0,0,729,0
"Maalämpö","Toivakka","2019",14608,13192,0,0,965,0,231,0,0,220,0,0,0
"Maalämpö","Tornio","2019",82810,76695,469,2479,835,0,1438,634,260,0,0,0,0
"Maalämpö","Turku","2019",544814,274962,83495,71205,23656,11140,6404,15853,11873,613,21694,23169,750
"Maalämpö","Tuusniemi","2019",5441,4957,0,0,484,0,0,0,0,0,0,0,0
"Maalämpö","Tuusula","2019",284911,176193,11473,16645,1964,18416,916,835,950,367,20954,35392,806
"Maalämpö","Tyrnävä","2019",23461,16572,0,0,0,0,334,0,0,6037,518,0,0
"Maalämpö","Ulvila","2019",46556,30460,5742,736,4027,1679,0,0,407,0,1942,1364,199
"Maalämpö","Urjala","2019",8849,7071,0,0,0,0,1190,0,0,0,0,0,588
"Maalämpö","Utajärvi","2019",4293,3090,678,0,525,0,0,0,0,0,0,0,0
"Maalämpö","Utsjoki","2019",4835,1786,385,0,1603,0,0,0,813,0,0,0,248
"Maalämpö","Uurainen","2019",12022,10587,0,0,0,0,0,580,644,0,211,0,0
"Maalämpö","Uusikaarlepyy","2019",65679,49594,3336,584,2472,0,0,0,3274,0,5312,1107,0
"Maalämpö","Uusikaupunki","2019",57056,26833,17806,3342,231,0,0,1807,1255,0,1474,4308,0
"Maalämpö","Vaala","2019",3724,2789,0,0,935,0,0,0,0,0,0,0,0
"Maalämpö","Vaasa","2019",286918,196400,21519,34434,11103,7930,1666,4394,144,2059,2622,4610,37
"Maalämpö","Valkeakoski","2019",55692,45863,808,3521,0,0,0,0,558,3076,130,467,1269
"Maalämpö","Vantaa","2019",480879,305288,20958,26930,26650,21316,14899,7460,4779,0,14390,37694,515
"Maalämpö","Varkaus","2019",33398,26311,1463,699,3706,0,83,657,0,184,0,295,0
"Maalämpö","Vehmaa","2019",6245,4881,468,400,0,0,0,0,496,0,0,0,0
"Maalämpö","Vesanto","2019",6225,4549,1076,0,0,0,0,600,0,0,0,0,0
"Maalämpö","Vesilahti","2019",30312,28298,0,0,0,0,0,666,0,0,0,0,1348
"Maalämpö","Veteli","2019",14927,12244,270,331,0,0,0,0,0,0,2082,0,0
"Maalämpö","Vieremä","2019",7302,5062,0,0,1770,0,0,0,470,0,0,0,0
"Maalämpö","Vihti","2019",146368,104249,11575,14178,7046,0,544,0,202,2133,859,5466,116
"Maalämpö","Viitasaari","2019",17057,13390,588,0,581,0,422,969,0,0,1107,0,0
"Maalämpö","Vimpeli","2019",10087,6794,0,0,0,0,0,0,0,199,2694,400,0
"Maalämpö","Virolahti","2019",32981,11295,3431,531,12586,519,0,0,0,1761,0,1078,1780
"Maalämpö","Virrat","2019",18703,12636,466,0,3940,0,0,0,0,464,1197,0,0
"Maalämpö","Vårdö","2019",3977,2735,856,0,276,0,110,0,0,0,0,0,0
"Maalämpö","Vöyri","2019",38419,33650,1242,0,1642,71,0,180,579,0,1009,46,0
"Maalämpö","Ylitornio","2019",15874,10381,0,0,2511,0,70,0,296,0,2351,265,0
"Maalämpö","Ylivieska","2019",72415,63772,2853,0,1758,0,0,1821,0,0,1526,685,0
"Maalämpö","Ylöjärvi","2019",214440,138256,22182,3442,7751,0,366,3704,1063,17674,16214,3788,0
"Maalämpö","Ypäjä","2019",8856,6887,0,0,0,0,0,0,0,0,1969,0,0
"Maalämpö","Ähtäri","2019",20233,11857,0,1180,2763,0,299,288,3846,0,0,0,0
"Maalämpö","Äänekoski","2019",36460,27145,0,3700,2779,0,0,0,520,0,2130,0,186
"Muu, tuntematon","KOKO MAA","2019",21940038,2646241,141213,187275,461046,257726,5472266,67459,581325,136416,3579189,8199932,209950
"Muu, tuntematon","Akaa","2019",95807,9313,1398,2461,142,179,10933,0,522,8805,28576,33296,182
"Muu, tuntematon","Alajärvi","2019",76935,13118,778,281,3603,900,12343,0,481,0,12755,31065,1611
"Muu, tuntematon","Alavieska","2019",13786,2772,251,0,0,41,3760,0,367,0,602,5993,0
"Muu, tuntematon","Alavus","2019",62757,9770,0,0,392,5099,11790,0,2994,0,5185,27187,340
"Muu, tuntematon","Asikkala","2019",63237,7349,980,0,204,0,11660,0,3347,1110,4691,33264,632
"Muu, tuntematon","Askola","2019",39291,5318,224,625,1208,0,7990,83,0,2637,5652,15554,0
"Muu, tuntematon","Aura","2019",20654,2292,0,0,0,410,8897,0,0,0,1723,6778,554
"Muu, tuntematon","Brändö","2019",2960,1012,0,0,207,0,1013,0,187,65,210,266,0
"Muu, tuntematon","Eckerö","2019",10789,2453,0,210,229,0,4929,0,152,0,493,2263,60
"Muu, tuntematon","Enonkoski","2019",7464,1678,0,0,425,0,1177,0,76,0,1086,3022,0
"Muu, tuntematon","Enontekiö","2019",8254,4117,543,0,1117,0,1060,0,156,0,401,734,126
"Muu, tuntematon","Espoo","2019",641372,75214,1772,13965,4349,6654,440095,1444,18153,403,29780,46463,3080
"Muu, tuntematon","Eura","2019",107382,11771,539,0,488,2816,13055,152,568,0,13011,64868,114
"Muu, tuntematon","Eurajoki","2019",211982,10567,0,0,2101,947,9994,0,3330,0,131360,53583,100
"Muu, tuntematon","Evijärvi","2019",16942,2368,0,0,58,0,3755,0,313,668,2905,6805,70
"Muu, tuntematon","Finström","2019",19542,5279,0,0,1119,0,5688,3338,616,0,2454,898,150
"Muu, tuntematon","Forssa","2019",117088,5855,0,16619,2086,277,14097,0,291,0,6676,69019,2168
"Muu, tuntematon","Föglö","2019",5198,2285,0,0,330,9,462,0,222,0,954,936,0
"Muu, tuntematon","Geta","2019",2815,1841,0,0,81,0,869,0,0,0,0,24,0
"Muu, tuntematon","Haapajärvi","2019",29310,6075,0,0,310,165,2276,0,837,0,4873,14655,119
"Muu, tuntematon","Haapavesi","2019",71735,7054,497,0,717,22,23608,889,813,0,17248,20702,185
"Muu, tuntematon","Hailuoto","2019",5615,2010,0,0,226,0,1986,0,363,0,95,791,144
"Muu, tuntematon","Halsua","2019",7187,510,0,0,115,95,1261,0,1312,0,1769,2125,0
"Muu, tuntematon","Hamina","2019",205237,9090,6601,4044,3065,903,24494,0,3284,0,8830,143536,1390
"Muu, tuntematon","Hammarland","2019",13893,4012,0,0,710,0,5447,607,129,0,280,2708,0
"Muu, tuntematon","Hankasalmi","2019",26435,5315,343,0,278,82,409,0,1327,2121,2326,14234,0
"Muu, tuntematon","Hanko","2019",107697,9566,1798,490,4372,0,25447,140,422,231,16179,48887,165
"Muu, tuntematon","Harjavalta","2019",80067,2356,0,0,1394,122,10934,0,3994,0,23394,37831,42
"Muu, tuntematon","Hartola","2019",16224,1804,0,0,1047,0,5983,0,30,0,1345,5884,131
"Muu, tuntematon","Hattula","2019",34902,8454,1398,0,761,123,9272,0,1077,0,472,13070,275
"Muu, tuntematon","Hausjärvi","2019",48146,4530,0,0,0,0,5784,0,523,0,14528,22681,100
"Muu, tuntematon","Heinola","2019",111365,4735,0,0,990,384,4708,0,1008,0,18460,80887,193
"Muu, tuntematon","Heinävesi","2019",15871,1663,308,0,874,0,2287,0,1976,0,2429,6334,0
"Muu, tuntematon","Helsinki","2019",1221172,49411,6110,21144,26785,44285,744472,13665,20745,6535,77831,111048,99141
"Muu, tuntematon","Hirvensalmi","2019",13263,3582,0,0,231,0,734,0,377,0,2533,5806,0
"Muu, tuntematon","Hollola","2019",63878,20610,0,0,270,2013,14540,361,427,0,5609,19087,961
"Muu, tuntematon","Honkajoki","2019",30151,2388,0,0,70,184,7075,0,361,0,7151,12922,0
"Muu, tuntematon","Huittinen","2019",93291,11334,0,0,2493,0,18461,0,9049,0,12434,39520,0
"Muu, tuntematon","Humppila","2019",20612,1182,0,0,1333,0,6384,0,405,0,3738,7531,39
"Muu, tuntematon","Hyrynsalmi","2019",11913,689,0,0,110,270,1157,0,386,0,2981,6320,0
"Muu, tuntematon","Hyvinkää","2019",118504,13089,0,2444,5058,1598,28051,0,83,0,6219,59126,2836
"Muu, tuntematon","Hämeenkyrö","2019",55440,15607,0,1764,1895,10,8281,749,280,0,8906,17948,0
"Muu, tuntematon","Hämeenlinna","2019",225612,39544,4273,1526,2329,1515,45378,0,6782,30,36296,84766,3173
"Muu, tuntematon","Ii","2019",35947,8559,0,0,809,46,8445,0,395,0,8081,9518,94
"Muu, tuntematon","Iisalmi","2019",76984,5469,0,0,1130,0,4815,1971,728,226,12614,49906,125
"Muu, tuntematon","Iitti","2019",33289,4494,0,656,416,643,7794,0,831,934,6755,10536,230
"Muu, tuntematon","Ikaalinen","2019",38468,9309,0,0,1785,322,6083,1212,350,0,5150,13708,549
"Muu, tuntematon","Ilmajoki","2019",53015,5403,0,0,554,0,10301,516,2081,2369,4747,26946,98
"Muu, tuntematon","Ilomantsi","2019",24720,4114,0,0,1788,0,10646,497,222,0,1787,5537,129
"Muu, tuntematon","Imatra","2019",113668,3212,0,0,2677,662,14540,0,1744,0,36337,53390,1106
"Muu, tuntematon","Inari","2019",48235,7971,445,0,2150,2487,14998,620,588,768,3441,13330,1437
"Muu, tuntematon","Inkoo","2019",77018,12031,3915,4403,820,0,8161,0,718,0,11109,35811,50
"Muu, tuntematon","Isojoki","2019",27048,1722,0,0,690,0,1921,0,502,0,5371,16758,84
"Muu, tuntematon","Isokyrö","2019",13554,2913,223,0,56,0,2197,0,785,0,4676,2704,0
"Muu, tuntematon","Janakkala","2019",70687,17375,0,0,242,0,11807,155,1753,1206,13702,23853,594
"Muu, tuntematon","Joensuu","2019",227133,25032,754,8441,4339,1021,41763,22,4161,1663,30122,109509,306
"Muu, tuntematon","Jokioinen","2019",23022,2053,833,0,162,0,7828,0,1236,42,5551,5191,126
"Muu, tuntematon","Jomala","2019",30754,9813,0,634,2251,0,3756,0,0,0,4736,9564,0
"Muu, tuntematon","Joroinen","2019",27911,6457,1029,0,529,0,5843,0,2871,0,1442,9740,0
"Muu, tuntematon","Joutsa","2019",33594,6181,2863,0,4333,49,4191,0,498,100,6312,9067,0
"Muu, tuntematon","Juuka","2019",36957,6805,279,0,295,702,5061,0,1758,0,9637,6170,6250
"Muu, tuntematon","Juupajoki","2019",66870,7616,0,0,975,944,2899,0,51,413,11522,41881,569
"Muu, tuntematon","Juva","2019",40410,5981,0,0,173,94,17878,0,298,3751,1750,9875,610
"Muu, tuntematon","Jyväskylä","2019",242620,20712,658,1319,939,1956,80132,81,4622,127,65888,65823,363
"Muu, tuntematon","Jämijärvi","2019",17538,1858,0,0,0,0,3371,500,5725,0,394,5690,0
"Muu, tuntematon","Jämsä","2019",114095,12268,704,5710,8036,297,14013,0,5014,45,29588,38196,224
"Muu, tuntematon","Järvenpää","2019",77723,17414,3156,509,4498,1183,25393,0,4240,0,5508,15793,29
"Muu, tuntematon","Kaarina","2019",85485,16371,2757,0,5767,1646,23047,86,2081,928,6605,25808,389
"Muu, tuntematon","Kaavi","2019",6613,1248,0,0,397,496,935,0,546,0,389,2602,0
"Muu, tuntematon","Kajaani","2019",95324,5279,0,0,308,447,30246,0,4259,0,9312,45397,76
"Muu, tuntematon","Kalajoki","2019",103114,10256,380,0,1399,1315,7355,84,3454,0,16257,62325,289
"Muu, tuntematon","Kangasala","2019",81192,25836,3478,804,336,576,6966,0,4184,0,6346,30139,2527
"Muu, tuntematon","Kangasniemi","2019",26969,4833,0,0,912,19,6927,0,1850,0,5280,7025,123
"Muu, tuntematon","Kankaanpää","2019",47099,5373,0,0,542,0,6742,36,883,2576,5932,25015,0
"Muu, tuntematon","Kannonkoski","2019",11321,2550,0,0,136,0,1949,0,294,0,4559,1833,0
"Muu, tuntematon","Kannus","2019",44607,7209,900,24,1330,0,6601,0,999,0,4807,22251,486
"Muu, tuntematon","Karijoki","2019",13687,1618,0,0,46,0,397,0,1724,85,1444,8373,0
"Muu, tuntematon","Karkkila","2019",32102,5641,0,0,1300,0,6603,0,438,0,1847,16273,0
"Muu, tuntematon","Karstula","2019",29140,6862,0,0,825,0,2185,0,581,0,4426,13547,714
"Muu, tuntematon","Karvia","2019",13911,2671,953,0,78,0,3482,0,12,0,2282,4433,0
"Muu, tuntematon","Kaskinen","2019",103421,610,0,0,10,0,512,0,100,0,40896,61293,0
"Muu, tuntematon","Kauhajoki","2019",35708,4025,0,0,152,42,5721,0,2627,0,3106,19803,232
"Muu, tuntematon","Kauhava","2019",101280,10871,414,0,971,800,19573,0,3807,19,15642,47671,1512
"Muu, tuntematon","Kauniainen","2019",15178,4858,68,0,0,0,2006,0,7354,376,516,0,0
"Muu, tuntematon","Kaustinen","2019",35119,4414,208,0,2891,160,3970,0,0,0,6655,16800,21
"Muu, tuntematon","Keitele","2019",34639,2424,0,0,48,0,1943,0,339,113,2822,26846,104
"Muu, tuntematon","Kemi","2019",236480,3644,0,0,3910,254,36129,762,9134,187,78593,102673,1194
"Muu, tuntematon","Kemijärvi","2019",34397,4423,281,0,1462,0,6373,242,393,300,5794,15129,0
"Muu, tuntematon","Keminmaa","2019",53457,2171,0,0,1146,156,6997,0,352,0,8743,33799,93
"Muu, tuntematon","Kemiönsaari","2019",97742,13310,1806,4324,1759,90,6585,0,1940,4624,42638,20423,243
"Muu, tuntematon","Kempele","2019",37274,13370,1302,0,1224,0,7399,0,2017,0,3532,8430,0
"Muu, tuntematon","Kerava","2019",92863,8899,4852,955,212,33,33631,0,16,0,10867,33353,45
"Muu, tuntematon","Keuruu","2019",40827,6755,792,830,617,0,6062,0,2200,1017,3541,18803,210
"Muu, tuntematon","Kihniö","2019",19317,4811,0,0,1756,101,2421,0,232,0,2508,7488,0
"Muu, tuntematon","Kinnula","2019",5675,2334,0,0,61,35,1354,0,0,17,898,976,0
"Muu, tuntematon","Kirkkonummi","2019",125783,25688,3732,0,3706,14887,29933,0,5298,939,21295,19220,1085
"Muu, tuntematon","Kitee","2019",48194,4989,0,0,2250,0,13590,0,1792,0,5403,19542,628
"Muu, tuntematon","Kittilä","2019",27927,8739,0,0,5161,0,3073,0,1194,14,3580,5960,206
"Muu, tuntematon","Kiuruvesi","2019",41005,12096,0,0,323,3700,10115,12,851,293,2159,11207,249
"Muu, tuntematon","Kivijärvi","2019",6995,2509,0,0,112,0,733,0,459,0,1105,2077,0
"Muu, tuntematon","Kokemäki","2019",65999,8620,0,0,792,140,10281,1157,978,2984,6836,33884,327
"Muu, tuntematon","Kokkola","2019",250635,23073,785,1477,20493,765,34997,39,2545,541,30375,135044,501
"Muu, tuntematon","Kolari","2019",22872,8192,0,0,1451,3788,1569,0,290,8,851,6496,227
"Muu, tuntematon","Konnevesi","2019",6001,1179,0,0,60,0,2445,0,184,0,532,1601,0
"Muu, tuntematon","Kontiolahti","2019",60945,9611,0,0,1155,20,11449,0,2437,960,25386,9783,144
"Muu, tuntematon","Korsnäs","2019",12643,604,0,0,766,0,3983,0,1121,0,560,5609,0
"Muu, tuntematon","Koski Tl","2019",29087,6448,0,0,174,60,3190,0,968,1210,5451,11442,144
"Muu, tuntematon","Kotka","2019",467286,8188,851,0,879,1287,54615,490,3662,965,66709,329208,432
"Muu, tuntematon","Kouvola","2019",466776,24959,6929,6220,5354,1122,97434,0,8784,1043,204602,108400,1929
"Muu, tuntematon","Kristiinankaupunki","2019",67723,7125,1084,1216,4068,96,13258,0,916,4599,3558,31478,325
"Muu, tuntematon","Kruunupyy","2019",67498,6948,0,0,40,3013,21235,0,6224,0,7212,22631,195
"Muu, tuntematon","Kuhmo","2019",45196,4421,0,0,633,30,5333,468,410,42,8571,25262,26
"Muu, tuntematon","Kuhmoinen","2019",11890,2141,0,0,171,0,5632,0,492,0,430,2974,50
"Muu, tuntematon","Kumlinge","2019",2059,742,0,0,54,0,955,0,70,0,216,22,0
"Muu, tuntematon","Kuopio","2019",239893,33430,792,7993,6865,343,54902,1442,7733,7262,31903,80893,6335
"Muu, tuntematon","Kuortane","2019",20212,5464,0,0,0,435,3899,0,1081,0,2049,7284,0
"Muu, tuntematon","Kurikka","2019",135783,10509,0,0,3244,85,42937,0,1876,50,16304,60384,394
"Muu, tuntematon","Kustavi","2019",10940,1886,0,0,438,0,2658,250,151,0,1839,3668,50
"Muu, tuntematon","Kuusamo","2019",58141,9654,0,1229,2184,402,11388,0,824,0,10139,22229,92
"Muu, tuntematon","Kyyjärvi","2019",15477,2427,0,0,144,0,3697,0,86,0,2528,6595,0
"Muu, tuntematon","Kärkölä","2019",45317,5341,523,0,254,0,4919,0,97,0,9938,24041,204
"Muu, tuntematon","Kärsämäki","2019",13390,2293,0,0,75,0,419,0,0,0,4392,6211,0
"Muu, tuntematon","Kökar","2019",1793,888,0,0,474,0,244,0,127,0,0,34,26
"Muu, tuntematon","Lahti","2019",257701,23185,0,250,1441,2530,99716,23,4191,0,30141,95094,1130
"Muu, tuntematon","Laihia","2019",34664,7010,0,3012,47,410,9758,0,171,0,4322,9934,0
"Muu, tuntematon","Laitila","2019",79334,5542,0,0,1145,505,12522,1618,168,60,18902,38822,50
"Muu, tuntematon","Lapinjärvi","2019",25106,8509,0,0,343,218,5123,45,676,0,5281,4895,16
"Muu, tuntematon","Lapinlahti","2019",49420,17294,0,0,856,4395,4157,0,1344,0,6911,14463,0
"Muu, tuntematon","Lappajärvi","2019",19453,3904,279,0,2036,559,1841,0,351,0,2068,8370,45
"Muu, tuntematon","Lappeenranta","2019",373723,18138,2379,0,1249,758,31865,335,2137,886,103748,211608,620
"Muu, tuntematon","Lapua","2019",81138,12222,0,0,3245,445,12999,0,7660,72,6703,37661,131
"Muu, tuntematon","Laukaa","2019",85195,19455,975,0,1328,680,19756,2168,5461,0,9869,25503,0
"Muu, tuntematon","Lemi","2019",15979,5529,0,0,1047,0,2758,0,728,0,2644,3273,0
"Muu, tuntematon","Lemland","2019",16674,7073,0,0,172,0,5133,0,1618,0,169,2467,42
"Muu, tuntematon","Lempäälä","2019",73116,18189,1421,0,3582,67,4316,0,263,0,8089,37089,100
"Muu, tuntematon","Leppävirta","2019",32604,4363,390,0,2513,408,3006,0,4306,0,7910,9685,23
"Muu, tuntematon","Lestijärvi","2019",4489,701,0,0,165,0,508,0,266,0,2142,707,0
"Muu, tuntematon","Lieksa","2019",80439,15099,0,0,1121,1815,8366,0,4831,2430,18484,27753,540
"Muu, tuntematon","Lieto","2019",106480,18953,716,1158,1530,23,29078,15,1644,0,11334,41959,70
"Muu, tuntematon","Liminka","2019",30691,9366,0,0,573,1432,10324,564,1076,48,1643,5454,211
"Muu, tuntematon","Liperi","2019",57356,8080,0,0,1085,40,14553,1255,3468,2716,5201,20554,404
"Muu, tuntematon","Lohja","2019",182922,23614,198,2344,3939,192,22890,1746,17120,257,56979,53168,475
"Muu, tuntematon","Loimaa","2019",150755,10636,1468,0,1254,963,36026,50,1560,0,25702,73046,50
"Muu, tuntematon","Loppi","2019",45581,8706,0,1600,1122,0,6738,0,785,0,2959,23308,363
"Muu, tuntematon","Loviisa","2019",167306,13088,381,0,25198,4194,17192,0,2845,0,22185,79962,2261
"Muu, tuntematon","Luhanka","2019",3819,327,0,0,211,0,1045,0,677,0,485,1074,0
"Muu, tuntematon","Lumijoki","2019",4109,1330,0,0,80,0,1036,0,0,0,839,824,0
"Muu, tuntematon","Lumparland","2019",5541,682,0,0,217,0,1426,0,137,0,485,2594,0
"Muu, tuntematon","Luoto","2019",17355,3741,0,0,612,48,1055,0,622,0,7772,3206,299
"Muu, tuntematon","Luumäki","2019",42771,4030,0,0,545,176,7971,0,3643,0,2297,24096,13
"Muu, tuntematon","Maalahti","2019",21628,3432,0,0,763,0,4878,0,1282,0,1188,8813,1272
"Muu, tuntematon","Maarianhamina - Mariehamn","2019",34012,3012,0,0,2461,1729,12698,0,865,0,8425,4772,50
"Muu, tuntematon","Marttila","2019",13419,2167,0,0,0,360,5993,14,834,0,327,3724,0
"Muu, tuntematon","Masku","2019",52290,11980,0,0,36,87,17686,1201,133,2295,6172,12571,129
"Muu, tuntematon","Merijärvi","2019",5624,1484,0,0,147,0,2107,0,0,0,1140,746,0
"Muu, tuntematon","Merikarvia","2019",47081,2159,0,0,858,0,3497,0,210,0,11659,28698,0
"Muu, tuntematon","Miehikkälä","2019",21187,2356,0,0,735,0,4009,0,150,340,4483,8939,175
"Muu, tuntematon","Mikkeli","2019",179320,16531,0,1636,1489,884,41174,2638,7640,1107,21733,83819,669
"Muu, tuntematon","Muhos","2019",21957,3732,1169,0,22,0,5300,408,873,0,3016,7333,104
"Muu, tuntematon","Multia","2019",8890,1082,0,0,80,36,910,0,220,0,1477,5085,0
"Muu, tuntematon","Muonio","2019",10386,3619,0,0,275,0,3893,0,23,0,75,2242,259
"Muu, tuntematon","Mustasaari","2019",93579,19492,1348,0,394,321,36223,612,1425,64,11704,21703,293
"Muu, tuntematon","Muurame","2019",22590,8607,3683,0,185,573,1460,0,187,0,1402,6348,145
"Muu, tuntematon","Mynämäki","2019",60647,8832,0,177,1939,415,7026,697,88,0,7949,33524,0
